date,open,high,low,close,volume
2020-10-05 04:30:00,136.507672749,136.507672749,136.507672749,136.507672749,187
2020-10-05 05:00:00,136.653058654,136.653058654,136.653058654,136.653058654,500
2020-10-05 06:00:00,137.098908764,137.098908764,137.098908764,137.098908764,500
2020-10-05 06:15:00,137.098908764,137.205525095,137.098908764,137.205525095,1778
2020-10-05 07:15:00,136.507672749,136.846906528,136.430133599,136.846906528,3843
2020-10-05 07:30:00,136.662751048,136.79844456,136.662751048,136.662751048,1653
2020-10-05 08:00:00,136.808136953,136.846906528,136.808136953,136.808136953,496
2020-10-05 08:15:00,136.759674985,136.856598922,136.517365143,136.856405074,9340
2020-10-05 08:30:00,136.759674985,136.759674985,136.701520623,136.701520623,453
2020-10-05 08:45:00,136.662751048,136.681651216,136.662751048,136.662751048,811
2020-10-05 09:00:00,136.662751048,136.759578061,136.662751048,136.759578061,625
2020-10-05 09:15:00,136.759674985,136.856501998,136.672443442,136.802515365,3156
2020-10-05 09:30:00,136.817829347,137.040754402,136.672443442,137.040754402,9639
2020-10-05 09:45:00,136.943830465,137.709529567,136.924445678,136.992292433,590884
2020-10-05 10:00:00,136.969224537,137.195832701,136.725751607,136.992292433,225324
2020-10-05 10:15:00,137.021369615,137.362444949,136.934138071,137.287910441,169337
2020-10-05 10:30:00,137.312141425,137.580620731,137.312141425,137.544758874,182610
2020-10-05 10:45:00,137.573836055,137.816048973,137.486604512,137.714375764,238178
2020-10-05 11:00:00,137.71922196,137.787068716,137.118293551,137.127985945,138763
2020-10-05 11:15:00,137.157063126,137.350911,137.060139189,137.336469333,157346
2020-10-05 11:30:00,137.312141425,137.467219724,137.176447914,137.467219724,173992
2020-10-05 11:45:00,137.462373528,137.486604512,137.321833819,137.447834937,104016
2020-10-05 12:00:00,137.447834937,137.515681693,137.253987063,137.42845015,119314
2020-10-05 12:15:00,137.42845015,137.787068716,137.331526213,137.620262621,167112
2020-10-05 12:30:00,137.622298023,137.680452386,137.425639355,137.42845015,124694
2020-10-05 12:45:00,137.418757756,137.61260563,137.409065362,137.525374087,72458
2020-10-05 13:00:00,137.505989299,137.525374087,137.409065362,137.496296905,67739
2020-10-05 13:15:00,137.505989299,137.52052789,137.321833819,137.438142543,97265
2020-10-05 13:30:00,137.42845015,137.457527331,137.302449032,137.418757756,92698
2020-10-05 13:45:00,137.423603953,137.53506648,137.321833819,137.423603953,109022
2020-10-05 14:00:00,137.418757756,137.438142543,137.195832701,137.321833819,86672
2020-10-05 14:15:00,137.302449032,137.379503561,137.195832701,137.292756638,81836
2020-10-05 14:30:00,137.283064244,137.370295787,137.266587175,137.312141425,57512
2020-10-05 14:45:00,137.312141425,137.438142543,137.253987063,137.292756638,110287
2020-10-05 15:00:00,137.292756638,137.447834937,137.186140307,137.442407197,118031
2020-10-05 15:15:00,137.457527331,137.612508706,137.350911,137.543789635,124335
2020-10-05 15:30:00,137.554451268,137.617451827,137.438142543,137.505989299,140115
2020-10-05 15:45:00,137.515681693,137.534097241,137.211922075,137.233342265,191521
2020-10-05 16:00:00,137.230337623,137.486604512,137.171601717,137.438142543,501007
2020-10-05 16:15:00,137.438142543,137.438142543,137.16675552,137.16675552,110514
2020-10-05 16:45:00,137.176447914,137.176447914,137.176447914,137.176447914,252
2020-10-05 17:00:00,137.176447914,137.176447914,137.176447914,137.176447914,147
2020-10-05 17:15:00,137.16675552,137.224909882,137.16675552,137.224909882,633
2020-10-05 17:30:00,137.16675552,137.16675552,137.16675552,137.16675552,504
2020-10-05 17:45:00,137.244294669,137.244294669,137.157063126,137.195832701,2005
2020-10-05 18:00:00,137.195832701,137.195832701,137.157063126,137.157063126,920
2020-10-05 18:15:00,137.292756638,137.292756638,137.292756638,137.292756638,988
2020-10-05 18:30:00,137.292756638,137.292756638,137.292756638,137.292756638,150
2020-10-05 19:15:00,137.438045619,137.438045619,137.350911,137.350911,1444
2020-10-05 19:30:00,137.292756638,137.292756638,137.292756638,137.292756638,153
2020-10-05 19:45:00,137.292756638,137.292756638,137.292756638,137.292756638,200
